x,y
55,93
56,93
57,93
58,93
59,93
60,93
61,93
62,93
63,93
64,93
65,93
66,93
67,93
68,93
69,93
70,93
71,93
72,93
73,93
74,93
75,93
76,93
77,93
78,93
79,93
80,93
81,93
82,93
83,93
84,93
85,93
86,93
87,93
88,93
89,93
90,93
51,94
52,94
53,94
54,94
55,94
56,94
57,94
58,94
59,94
60,94
61,94
62,94
63,94
64,94
65,94
66,94
67,94
68,94
69,94
70,94
71,94
72,94
73,94
74,94
75,94
76,94
77,94
78,94
79,94
80,94
81,94
82,94
83,94
84,94
85,94
86,94
87,94
88,94
89,94
90,94
52,95
53,95
54,95
55,95
56,95
57,95
58,95
59,95
60,95
61,95
62,95
63,95
64,95
65,95
66,95
67,95
68,95
69,95
70,95
71,95
72,95
73,95
74,95
75,95
76,95
77,95
78,95
79,95
80,95
81,95
82,95
83,95
84,95
85,95
86,95
87,95
88,95
89,95
52,96
53,96
54,96
55,96
56,96
57,96
58,96
59,96
60,96
61,96
62,96
63,96
64,96
65,96
66,96
67,96
68,96
69,96
70,96
71,96
72,96
73,96
74,96
75,96
76,96
77,96
78,96
79,96
80,96
81,96
82,96
83,96
84,96
85,96
86,96
87,96
88,96
53,97
54,97
55,97
56,97
57,97
58,97
59,97
60,97
61,97
62,97
63,97
64,97
65,97
66,97
67,97
68,97
69,97
70,97
71,97
72,97
73,97
74,97
75,97
76,97
77,97
78,97
79,97
80,97
81,97
82,97
83,97
84,97
85,97
86,97
87,97
88,97
54,98
55,98
56,98
57,98
58,98
59,98
60,98
61,98
62,98
63,98
64,98
65,98
66,98
67,98
68,98
69,98
70,98
71,98
72,98
73,98
74,98
75,98
76,98
77,98
78,98
79,98
80,98
81,98
82,98
83,98
84,98
85,98
86,98
87,98
54,99
55,99
56,99
57,99
58,99
59,99
60,99
61,99
62,99
63,99
64,99
65,99
66,99
67,99
68,99
69,99
70,99
71,99
72,99
73,99
74,99
75,99
76,99
77,99
78,99
79,99
80,99
81,99
82,99
83,99
84,99
85,99
86,99
87,99
55,100
56,100
57,100
58,100
59,100
60,100
61,100
62,100
63,100
64,100
65,100
66,100
67,100
68,100
69,100
70,100
71,100
72,100
73,100
74,100
75,100
76,100
77,100
78,100
79,100
80,100
81,100
82,100
83,100
84,100
85,100
86,100
87,100
56,101
57,101
58,101
59,101
60,101
61,101
62,101
63,101
64,101
65,101
66,101
67,101
68,101
69,101
70,101
71,101
72,101
73,101
74,101
75,101
76,101
77,101
78,101
79,101
80,101
81,101
82,101
83,101
84,101
85,101
86,101
87,101
58,102
59,102
60,102
61,102
62,102
63,102
64,102
65,102
66,102
67,102
68,102
69,102
70,102
71,102
72,102
73,102
74,102
75,102
76,102
77,102
78,102
79,102
80,102
81,102
82,102
83,102
84,102
85,102
86,102
87,102
59,103
60,103
61,103
62,103
63,103
64,103
65,103
66,103
67,103
68,103
69,103
70,103
71,103
72,103
73,103
74,103
75,103
76,103
77,103
78,103
79,103
80,103
81,103
82,103
83,103
84,103
85,103
86,103
87,103
60,104
61,104
62,104
63,104
64,104
65,104
66,104
67,104
68,104
69,104
70,104
71,104
72,104
73,104
74,104
75,104
76,104
77,104
78,104
79,104
80,104
81,104
82,104
83,104
84,104
85,104
86,104
87,104
60,105
61,105
62,105
63,105
64,105
65,105
66,105
67,105
68,105
69,105
70,105
71,105
72,105
73,105
74,105
75,105
76,105
77,105
78,105
79,105
80,105
81,105
82,105
83,105
84,105
85,105
86,105
60,106
61,106
62,106
63,106
64,106
65,106
66,106
67,106
68,106
69,106
70,106
71,106
72,106
73,106
74,106
75,106
76,106
77,106
78,106
79,106
80,106
81,106
82,106
83,106
84,106
85,106
86,106
60,107
61,107
62,107
63,107
64,107
65,107
66,107
67,107
68,107
69,107
70,107
71,107
72,107
73,107
74,107
75,107
76,107
77,107
78,107
79,107
80,107
81,107
82,107
83,107
84,107
85,107
86,107
60,108
61,108
62,108
63,108
64,108
65,108
66,108
67,108
68,108
69,108
70,108
71,108
72,108
73,108
74,108
75,108
76,108
77,108
78,108
79,108
80,108
81,108
82,108
83,108
84,108
85,108
60,109
61,109
62,109
63,109
64,109
65,109
66,109
67,109
68,109
69,109
70,109
71,109
72,109
73,109
74,109
75,109
76,109
77,109
78,109
79,109
80,109
81,109
82,109
60,110
61,110
62,110
63,110
64,110
65,110
66,110
67,110
68,110
69,110
70,110
71,110
72,110
73,110
74,110
75,110
76,110
77,110
78,110
79,110
80,110
60,111
61,111
62,111
63,111
64,111
65,111
66,111
67,111
68,111
69,111
70,111
71,111
72,111
73,111
74,111
75,111
76,111
77,111
78,111
79,111
60,112
61,112
62,112
63,112
64,112
65,112
66,112
67,112
68,112
69,112
70,112
71,112
72,112
73,112
74,112
75,112
76,112
77,112
78,112
79,112
60,113
61,113
62,113
63,113
64,113
65,113
66,113
67,113
68,113
69,113
70,113
71,113
72,113
73,113
74,113
75,113
76,113
77,113
78,113
79,113
80,113
60,114
61,114
62,114
63,114
64,114
65,114
66,114
67,114
68,114
69,114
70,114
71,114
72,114
73,114
74,114
75,114
76,114
77,114
78,114
79,114
61,115
62,115
63,115
64,115
65,115
66,115
67,115
68,115
69,115
70,115
71,115
72,115
73,115
74,115
75,115
76,115
77,115
78,115
79,115
60,116
61,116
62,116
63,116
64,116
65,116
66,116
67,116
68,116
69,116
70,116
71,116
72,116
73,116
74,116
75,116
76,116
77,116
78,116
61,117
62,117
63,117
64,117
65,117
66,117
67,117
68,117
69,117
70,117
71,117
72,117
73,117
74,117
75,117
76,117
77,117
78,117
61,118
62,118
63,118
64,118
65,118
66,118
67,118
68,118
69,118
70,118
71,118
72,118
73,118
74,118
75,118
76,118
77,118
61,119
62,119
63,119
64,119
65,119
66,119
67,119
68,119
69,119
70,119
71,119
72,119
73,119
74,119
75,119
76,119
77,119
61,120
62,120
63,120
64,120
65,120
66,120
67,120
68,120
69,120
70,120
71,120
72,120
73,120
74,120
75,120
76,120
61,121
62,121
63,121
64,121
65,121
66,121
67,121
68,121
69,121
70,121
71,121
72,121
73,121
61,122
62,122
63,122
64,122
65,122
66,122
67,122
68,122
69,122
70,122
71,122
72,122
73,122
74,122
61,123
62,123
63,123
64,123
65,123
66,123
67,123
68,123
69,123
70,123
71,123
72,123
73,123
74,123
61,124
62,124
63,124
64,124
65,124
66,124
67,124
68,124
69,124
70,124
71,124
72,124
73,124
74,124
62,125
63,125
64,125
65,125
66,125
67,125
68,125
69,125
70,125
62,126
63,126
64,126
65,126
66,126
67,126
68,126
69,126
70,126
62,127
63,127
64,127
65,127
66,127
67,127
68,127
69,127
70,127
62,128
63,128
64,128
65,128
66,128
67,128
68,128
69,128
70,128
62,129
63,129
64,129
65,129
66,129
67,129
68,129
69,129
70,129
63,130
64,130
65,130
66,130
67,130
68,130
69,130
63,131
64,131
65,131
66,131
67,131
68,131
69,131
63,132
64,132
65,132
66,132
67,132
68,132
64,133
65,133
66,133
67,133
68,133
69,133
70,133
63,134
64,134
65,134
66,134
67,134
68,134
69,134
70,134
64,135
65,135
66,135
67,135
68,135
69,135
64,136
65,136
66,136
67,136
68,136
69,136
65,137
66,137
67,137
68,137
69,137
66,138
67,138
68,138
69,138
70,138
67,139
68,139
69,139
70,139
71,139
68,140
69,140
70,140
71,140
72,140
70,141
71,141
72,141
73,141
